'	1	0	1
,	2	0	1
-	0.1	0	1
.	2	0	1
/	1	0	2
0	0.5	0	1
1	0.3	0	1
2	0.5	0	1
3	0.5	0	1
4	0.3	0	1
5	0.2	0	1
6	0.1	0	1
7	0.2	0	1
8	0.3	0	1
9	0.5	0	1
;	3	0	1
=	0.1	0	1
[	0.1	0	1
]	0.1	0	1
_	5	0	0
q	1	0	2
w	3	0	1
e	4	0	0.25
r	3	0	1
t	2	0	1
y	1	0	2
u	3	0	1
i	4	0	0.25
o	3	0	1
p	1	0	2
a	3	0	1
s	5	0	0.5
d	7	0.5	0
f	6	0	0.5
g	4	0	1
h	4	0	1
j	6	0	0.5
k	7	0.5	0
l	5	0	1
z	1	0	2
x	2	0	1
c	3	0	1
v	4	0	1
b	1	0	3
n	4	0	1
m	3	0	1
